"aaNumber","year","monthYear","sequenceInfo","uuid","flightNumber","departureStation","outDateTime","arrivalStation","inDateTime","fly","legGreater","actualBlock","groundTime","overnightDuration","eqModel","eqNumber","eqType","eqCode","fuelPerformance","departurePerformance","arrivalPerformance","position","delayCode"
"420357","2017  ","NOVEMBER 2017  ","11/3/2017 6314 LAX 320","9df2eb5c-d624-407a-b4c3-a153908128ba","686","DEN","2017-11-03T15:03:00","PHX","11/03 15:52","1.49","1.51","1.49","1.01","1099","A321","N536","321","77","900.00","3","1","CA",""
"420357","2017  ","NOVEMBER 2017  ","11/3/2017 6314 LAX 320","2bc5dbab-5df6-4867-8c9f-b5a5017dd15c","686","PHX","2017-11-03T16:53:00","PHX","11/03 17:29","0.36","","0.36","0.31","1099","A321","N536","321","77","","-7","","CA",""
"420357","2017  ","NOVEMBER 2017  ","11/3/2017 6314 LAX 320","798b6c34-817c-4264-ab66-8c563fd8b75f","686","PHX","2017-11-03T18:00:00","SFO","11/03 19:56","1.56","2.32","1.56","","18.19","A321","N536","321","77","200.00","60","57","CA",""
"420357","2017  ","NOVEMBER 2017  ","11/3/2017 6314 LAX 320","624e9cd4-e965-497e-a730-e095ebacb6cb","486","SFO","2017-11-04T15:42:00","PHX","11/04 17:22","1.40","1.56","1.40","1.25","785","A321","N540","321","77","400.00","-3","-19","CA",""
"420357","2017  ","NOVEMBER 2017  ","11/3/2017 6314 LAX 320","df1a8808-b818-4638-820f-7411976b7506","486","PHX","2017-11-04T18:47:00","ORD","11/04 23:45","2.58","3.23","2.58","","13.05","A321","N540","321","77","1300.00","-4","-29","CA",""
"420357","2017  ","NOVEMBER 2017  ","11/3/2017 6314 LAX 320","7e318491-2bc2-478e-a1b1-70f8032ff514","2223","ORD","2017-11-05T13:23:00","LAX","11/05 16:04","4.41","4.41","4.41","","","","N851","","75","600.00","3","12","CA",""
"420357","2017  ","NOVEMBER 2017  ","11/12/2017 6061 LAX 320","dea9096e-e7c0-4eae-858f-6ba60971e7ed","2420","LAX","2017-11-12T05:59:00","DFW","11/12 10:50","2.51","3.03","2.51","1.05","","","N861","","75","400.00","-1","-13","CA",""
"420357","2017  ","NOVEMBER 2017  ","11/12/2017 6061 LAX 320","b0bab846-4412-407f-83fb-cdc979f099ed","2425","DFW","2017-11-12T11:55:00","LAX","11/12 13:06","3.11","3.30","3.11","","","","N861","","75","600.00","-5","-24","CA",""
"420357","2017  ","NOVEMBER 2017  ","11/18/2017 6062 LAX 320","f33a2e8e-cdbd-496f-99da-f6c222a6f490","2420","LAX","2017-11-18T06:13:00","DFW","11/18 10:59","2.46","3.03","2.46","1.11","","","N861","","75","0.00","13","-4","CA",""
"420357","2017  ","NOVEMBER 2017  ","11/18/2017 6062 LAX 320","c691c065-dfbb-49b1-a1f4-8cf4c033f5cb","2425","DFW","2017-11-18T12:10:00","LAX","11/18 13:32","3.22","3.30","3.22","","","","N861","","75","1600.00","10","2","CA",""
"420357","2017  ","NOVEMBER 2017  ","11/19/2017 6074 LAX 320","18d3b577-cd8c-4e92-bdb7-c7fb8952ddcf","31","LAX","2017-11-19T08:42:00","HNL","11/19 13:16","6.34","6.34","6.34","","17.44","","N860","","75","300.00","22","48","CA",""
"420357","2017  ","NOVEMBER 2017  ","11/19/2017 6074 LAX 320","3cdd5e68-8887-4451-a34e-a007637fd069","108","HNL","2017-11-20T07:49:00","LAX","11/20 15:06","0.00","","0.00","","","","N858","","AA","800.00","-11","-25","DH",""
"420357","2017  ","NOVEMBER 2017  ","11/26/2017 6629 LAX 320","d3766383-ac31-465e-af4c-5ffbf557afd5","2600","LAX","2017-11-26T08:15:00","MIA","11/26 16:32","5.17","5.17","5.17","","23.23","","N853","","75","-100.00","-5","14","CA",""
"420357","2017  ","NOVEMBER 2017  ","11/26/2017 6629 LAX 320","96cf519f-9c09-49c6-bb81-299a2273b396","275","MIA","2017-11-27T17:19:00","LAX","11/27 19:48","5.29","6.03","5.29","","","A321","N884","321","76","-200.00","-6","-40","CA",""
"420357","2017  ","DECEMBER 2017  ","12/15/2017 6446 LAX 320","9c81ee67-676f-427b-96e0-9ffdb40b8d18","110","LAX","2017-12-15T09:46:00","ORD","12/15 15:56","4.10","4.17","4.10","2.39","1122","A321","N901","321","76","400.00","1","-6","CA",""
"420357","2017  ","DECEMBER 2017  ","12/15/2017 6446 LAX 320","bd0d07d6-d7b6-475a-840e-fa1120ee59e8","2704","ORD","2017-12-15T18:35:00","ATL","12/15 21:18","1.43","1.57","1.43","","18.42","A319","N025","319","91","-600.00","","-14","CA",""
"420357","2017  ","DECEMBER 2017  ","12/15/2017 6446 LAX 320","027fed1f-bf31-4cf3-8652-42904e2f7e99","607","ATL","2017-12-16T17:40:00","DFW","12/16 19:04","2.24","2.35","2.24","1.24","828","A320","N662","320","29","-500.00","10","-1","CA",""
"420357","2017  ","DECEMBER 2017  ","12/15/2017 6446 LAX 320","e52629d4-ec9c-4492-821f-32ceaca34a03","409","DFW","2017-12-16T20:28:00","CLT","12/16 23:37","2.09","2.28","2.09","","13.48","A319","N757","319","92","200.00","-2","-21","CA",""
"420357","2017  ","DECEMBER 2017  ","12/15/2017 6446 LAX 320","facce36b-0d18-4ac7-b129-cb07f24c0a38","725","CLT","2017-12-17T15:05:00","LAX","12/17 17:24","5.19","5.35","5.19","","","A321","N181","321","77","500.00","10","-6","CA",""
"420357","2017  ","DECEMBER 2017  ","12/29/2017 31028 LAX 320","403de8d5-c488-40d0-83c4-6ba8c8258884","1360","LAX","2017-12-29T15:34:00","BOS","12/29 23:57","5.23","5.23","5.23","","14.58","A321","N788","321","80","300.00","-5","","CA",""
"420357","2017  ","DECEMBER 2017  ","12/29/2017 31028 LAX 320","0332cd0b-5503-46d6-baee-8cc29eef58ae","452","BOS","2017-12-30T16:40:00","PHX","12/30 21:07","6.27","6.27","6.27","2.40","","A321","N180","321","77","-900.00","15","36","CA",""
"420357","2017  ","DECEMBER 2017  ","12/29/2017 31028 LAX 320","04378f8e-a35b-47b8-babd-001ba8312ac5","813","PHX","2017-12-30T23:47:00","LAX","12/31 00:21","0.00","","0.00","","","A321","N551","321","AA","-100.00","2","-1","DH",""
"420357","2017  ","DECEMBER 2017  ","12/31/2017 6191 LAX 320","ae4eb127-0702-4cfb-b42f-655ae203ffea","231","LAX","2017-12-31T18:45:00","OGG","12/31 22:48","6.03","6.03","6.03","","23.41","","N860","","75","-900.00","10","22","CA",""
"420357","2017  ","DECEMBER 2017  ","12/31/2017 6191 LAX 320","98c12f52-8062-41d0-9abe-108754cffed9","250","OGG","2018-01-02T00:20:00","LAX","01/02 07:38","5.18","5.18","5.18","","","","N863","","75","300.00","21","21","CA",""
"420357","2018  ","JANUARY 2018  ","1/12/2018 31109 LAX 320","882a4d5d-694c-4362-80b2-c33b7792d270","9655","SFO","2018-01-12T11:37:00","LAX","01/12 13:25","1.48","2.00","1.48","","","A321","N798","321","80","-400.00","67","55","CA",""
"420357","2018  ","FEBRUARY 2018  ","2/4/2018 6035 LAX 320","7458848f-2c9a-49ef-b6f6-b71ca490b436","2462","LAX","2018-02-04T13:57:00","DFW","02/04 18:55","2.58","3.16","2.58","1.28","","","N857","","75","900.00","-3","-21","CA",""
"420357","2018  ","FEBRUARY 2018  ","2/4/2018 6035 LAX 320","d0cafd9d-22f9-43da-a1fa-2b0264ac3abf","2649","DFW","2018-02-04T20:23:00","LAX","02/04 21:49","3.26","3.40","3.26","","","A321","N901","321","76","600.00","-2","-16","CA",""
"420357","2018  ","FEBRUARY 2018  ","2/11/2018 5972 LAX 320","0ba686ab-b7bf-4830-978d-9db631b8624c","260","LAX","2018-02-11T00:30:00","MIA","02/11 08:12","4.42","5.02","4.42","","11.43","A321","N879","321","76","-200.00","","-20","CA",""
"420357","2018  ","FEBRUARY 2018  ","2/11/2018 5972 LAX 320","6804e08e-7a34-48b7-a9e4-f65d97b390a8","1147","MIA","2018-02-11T21:22:00","LAX","02/12 00:01","5.39","6.13","5.39","","","A321","N879","321","76","700.00","-3","-37","CA",""
"420357","2018  ","FEBRUARY 2018  ","2/23/2018 6059 LAX 320","9863ee3d-bf5d-442f-bb1c-dd403fe0ac48","285","LAX","2018-02-23T17:21:00","LIH","02/23 21:23","6.02","6.26","6.02","","24.37","","N863","","75","600.00","-9","-33","CA",""
"420357","2018  ","FEBRUARY 2018  ","2/23/2018 6059 LAX 320","ca5513d2-55bf-42aa-b055-ed92d35d83e9","286","LIH","2018-02-25T00:12:00","LAX","02/25 07:46","5.34","5.38","5.34","","","","N854","","75","1100.00","42","38","CA",""
"420357","2018  ","MARCH 2018  ","3/6/2018 5537 LAX 320","327fcffc-82a9-4399-bf64-0824b4773775","2453","LAX","2018-03-06T07:30:00","DFW","03/06 12:19","2.49","3.09","2.49","2.18","","","N865","","75","800.00","30","10","CA",""
"420357","2018  ","MARCH 2018  ","3/6/2018 5537 LAX 320","98330760-c840-4b8d-8441-df4ca5464ae2","2460","DFW","2018-03-06T14:37:00","LAX","03/06 16:02","0.00","","0.00","","","A321","N883","321","AA","-500.00","-3","-8","DH",""
"420357","2018  ","MARCH 2018  ","3/10/2018 5907 LAX 320","3849c701-d3bf-4b67-8ada-287f5c71bf6d","59","LAX","2018-03-10T08:25:00","KOA","03/10 12:27","6.02","6.14","6.02","","23.12","","N859","","75","600.00","","-12","CA",""
"420357","2018  ","MARCH 2018  ","3/10/2018 5907 LAX 320","4b2717e3-3519-48ec-80bd-8bc6754755fa","58","KOA","2018-03-11T13:15:00","LAX","03/11 21:23","5.08","5.29","5.08","","","","N850","","75","1100.00","6","-15","CA",""
"420357","2018  ","MARCH 2018  ","3/21/2018 7206 LAX 320","ed000d45-fb65-4c48-aaee-6b5ecd5054f6","595","LAX","2018-03-21T06:11:00","PHX","03/21 07:42","0.00","","0.00","1.00","1444","","N853","","AA","100.00","-4","-6","DH",""
"420357","2018  ","MARCH 2018  ","3/21/2018 7206 LAX 320","93b8f08c-bbd2-492f-80f1-3ab38f219071","665","PHX","2018-03-21T08:42:00","CMH","03/21 15:21","3.42","3.46","3.39","","24.04","A319","N833","319","92","-100.00","-3","-10","CA","ATC3"
"420357","2018  ","MARCH 2018  ","3/21/2018 7206 LAX 320","9fff8d35-60df-40ce-b4f4-6e468eed5123","659","CMH","2018-03-22T16:23:00","LAX","03/22 18:40","0.00","","0.00","","","A319","N805","319","AA","-700.00","-2","3","DH",""
"420357","2018  ","APRIL 2018  ","4/3/2018 5835 LAX 320","ad6e6636-86d8-4c5e-aa1a-972dd519dc08","1993","LAX","2018-04-03T11:24:00","CLT","04/03 18:51","4.27","4.58","4.27","2.08","1031","A321","N576","321","77","100.00","2","-29","CA",""
"420357","2018  ","APRIL 2018  ","4/3/2018 5835 LAX 320","bc10f068-e15e-4d87-b3fd-d12ffc8a4455","2086","CLT","2018-04-03T20:59:00","MSP","04/03 22:49","3.24","3.24","2.50","","17.11","A321","N178","321","77","-400.00","34","41","CA","ATC34"
"420357","2018  ","APRIL 2018  ","4/3/2018 5835 LAX 320","b9814018-cd58-42cc-aefa-d8cb0fd8a1de","1835","MSP","2018-04-04T17:49:00","CLT","04/04 21:14","2.25","2.37","2.25","1.31","919","A320","N107","320","73","-200.00","19","7","CA",""
"420357","2018  ","APRIL 2018  ","4/3/2018 5835 LAX 320","f2cc0014-8e7d-42ba-8188-15253324ff04","1703","CLT","2018-04-04T22:45:00","STL","04/04 23:36","1.51","1.57","1.51","","15.19","A319","N733","319","67","1000.00","15","9","CA",""
"420357","2018  ","APRIL 2018  ","4/3/2018 5835 LAX 320","f4c0efc6-1050-4fda-8443-fd8f78bcbf03","829","STL","2018-04-05T16:36:00","LAX","04/05 18:34","3.58","4.11","3.58","","","A319","N828","319","92","200.00","11","-2","CA",""
"420357","2018  ","APRIL 2018  ","4/12/2018 5610 LAX 320","d7a7ce00-9ee8-4033-b302-311797c9da1b","2586","LAX","2018-04-12T12:04:00","MIA","04/12 19:59","4.55","5.02","4.55","1.39","1083","A321","N989","321","76","400.00","-6","-13","CA",""
"420357","2018  ","APRIL 2018  ","4/12/2018 5610 LAX 320","fb098f79-37f3-4329-bbdd-a571793ff152","2773","MIA","2018-04-12T21:38:00","MSY","04/12 22:47","2.09","2.14","2.09","","18.03","A319","N008","319","91","-300.00","-7","-12","CA",""
"420357","2018  ","APRIL 2018  ","4/12/2018 5610 LAX 320","262d4258-dc03-46b4-b5ec-eaa1523555c1","661","MSY","2018-04-13T20:04:00","CLT","22:57","1.53","2.02","1.53","","14.30","","","","67","","","","CA",""
"420357","2018  ","APRIL 2018  ","4/12/2018 5610 LAX 320","f73b0cb7-0e8c-4b73-b624-0bd8e232e832","829","STL","2018-04-14T18:17:00","LAX","04/14 20:06","3.49","4.11","3.49","","","A319","N825","319","92","100.00","112","90","CA",""
"420357","2018  ","APRIL 2018  ","4/19/2018 6059 LAX 320","fbb32070-96b2-4477-9cd8-9dc64a23dff7","2489","LAX","2018-04-19T11:47:00","DFW","04/19 16:45","2.58","3.12","2.58","2.01","1108","A321","N899","321","76","400.00","12","-2","CA",""
"420357","2018  ","APRIL 2018  ","4/19/2018 6059 LAX 320","ff85c9ec-788b-46b5-81c6-b54125dd0ee3","1734","DFW","2018-04-19T18:46:00","MEM","04/19 20:27","1.41","1.41","1.41","","18.28","A319","N767","319","92","400.00","1","8","CA",""
"420357","2018  ","APRIL 2018  ","4/19/2018 6059 LAX 320","cff2e367-8f07-4ae1-b24d-a176fe2cf5a9","808","MEM","2018-04-20T16:33:00","CLT","04/20 19:23","1.50","1.51","1.50","2.42","672","A319","N819","319","92","-200.00","8","7","CA",""
"420357","2018  ","APRIL 2018  ","4/19/2018 6059 LAX 320","29971f46-5a44-4d0a-80fb-09c97e7ec011","1717","CLT","2018-04-20T22:05:00","FLL","04/20 23:52","1.47","1.53","1.47","","11.12","A321","N543","321","77","0.00","-4","-10","CA",""
"420357","2018  ","APRIL 2018  ","4/19/2018 6059 LAX 320","81c4ac68-b773-4ac0-8f15-d076311ae156","1937","FLL","2018-04-21T12:05:00","CLT","04/21 14:08","0.00","","0.00","2.49","","A321","N919","321","AA","400.00","1","","DH",""
"420357","2018  ","APRIL 2018  ","4/19/2018 6059 LAX 320","bee218f0-c30c-40be-91a7-d8161c39a9cd","1773","CLT","2018-04-21T16:57:00","LAX","04/21 18:47","4.50","5.33","4.50","","","A321","N507","321","77","900.00","42","-1","CA",""
"420357","2018  ","APRIL 2018  ","4/27/2018 5543 LAX 320","4420fbbb-84de-42bd-85d5-9d1d035ed25b","1071","LAX","2018-04-27T00:41:00","DFW","04/27 05:38","2.57","3.01","2.57","0.00","","A321","N869","321","76","-200.00","-4","-8","CA",""
"420357","2018  ","MAY 2018  ","5/7/2018 31150 LAX 320","6d8a87ba-935c-4c81-b574-a8353ca1d51f","2083","LAX","2018-05-07T11:27:00","PHL","05/07 19:49","5.22","5.30","5.22","","11.17","","N852","","75","600.00","182","174","CA",""
"420357","2018  ","MAY 2018  ","5/7/2018 31150 LAX 320","e771751a-a640-4887-b0eb-9338ee7bcbf3","781","PHL","2018-05-08T08:02:00","LAX","05/08 10:40","0.00","","0.00","","","A321","N157","321","AA","1400.00","-4","-43","DH",""
"420357","2018  ","MAY 2018  ","5/11/2018 5594 LAX 320","96a73577-5a6d-45ea-8e7b-554ed3f813b5","2654","LAX","2018-05-11T14:23:00","YYZ","05/11 22:02","4.39","5.14","4.39","","18.53","A319","N026","319","91","-100.00","353","318","CA",""
"420357","2018  ","MAY 2018  ","5/11/2018 5594 LAX 320","0f0e614b-4ee8-4846-910f-ea94ce626534","2671","YYZ","2018-05-12T18:16:00","LAX","05/12 20:49","5.33","5.33","5.33","","","A319","N026","319","91","1900.00","-9","-9","CA",""
"420357","2018  ","MAY 2018  ","5/17/2018 31173 LAX 320","e0d742c0-e9d1-4476-8b80-0eb956865064","2442","LAX","2018-05-17T05:56:00","ORD","05/17 11:42","0.00","","0.00","1.37","","","N861","","AA","1300.00","-4","-38","DH",""
"420357","2018  ","MAY 2018  ","5/17/2018 31173 LAX 320","a1a4cb28-b11b-4c4e-b203-880548018105","2223","ORD","2018-05-17T13:19:00","LAX","05/17 15:33","4.14","4.35","4.14","","","","N861","","75","700.00","-6","-27","CA",""
"420357","2018  ","MAY 2018  ","5/18/2018 5622 LAX 320","95b1badd-965b-46b2-8dbe-3c05d949a39b","491","LAX","2018-05-18T11:06:00","PHX","05/18 12:47","1.41","1.41","1.41","1.08","","A320","N650","320","29","-600.00","57","64","CA",""
"420357","2018  ","MAY 2018  ","5/18/2018 5622 LAX 320","e13bf30c-92d3-4845-a360-61894588917b","2023","PHX","2018-05-18T13:55:00","LAX","05/18 15:13","1.18","1.32","1.18","1.44","","A321","N165","321","77","300.00","","-14","CA",""
"420357","2018  ","MAY 2018  ","5/18/2018 5622 LAX 320","d9fc5911-5d6e-4536-a1e3-af2216f119de","421","LAX","2018-05-18T16:57:00","LAS","05/18 18:12","1.15","1.16","1.15","0.57","","A321","N190","321","77","900.00","-3","-4","CA",""
"420357","2018  ","MAY 2018  ","5/18/2018 5622 LAX 320","6b2104ba-957a-45f5-948e-ad3738afeeed","421","LAS","2018-05-18T19:09:00","LAX","05/18 20:25","1.16","1.25","1.16","","","A321","N190","321","77","300.00","3","-6","CA",""
"420357","2018  ","MAY 2018  ","5/23/2018 5610 LAX 320","278a3ea1-8903-4935-87b8-1f5af9bf68dc","283","LAX","2018-05-23T09:50:00","HNL","05/23 12:45","5.55","6.06","5.55","","24.10","","N860","","75","-300.00","5","-6","CA",""
"420357","2018  ","MAY 2018  ","5/23/2018 5610 LAX 320","4f66f7ae-4636-47c2-bd11-5d37797d3648","284","HNL","2018-05-24T14:23:00","LAX","05/24 22:48","5.25","5.46","5.25","","","","N862","","75","-300.00","-2","-23","CA",""
"420357","2018  ","JUNE 2018  ","6/2/2018 5557 LAX 320","73ed489c-9bf1-4846-8322-2624b356787f","2440","LAX","2018-06-02T11:27:00","DFW","06/02 16:39","3.12","3.13","3.12","","19.22","A321","N890","321","76","-300.00","-3","-4","CA",""
"420357","2018  ","JUNE 2018  ","6/2/2018 5557 LAX 320","4fe3299a-3e10-462f-96ab-98ec1f71e7f4","2433","DFW","2018-06-03T13:03:00","MCO","06/03 16:46","0.00","","0.00","0.54","619","A321","N883","321","AA","400.00","2","8","DH",""
"420357","2018  ","JUNE 2018  ","6/2/2018 5557 LAX 320","e326018c-f9f6-44f0-9e35-fc6b6f3abc5b","2465","MCO","2018-06-03T17:40:00","DFW","06/03 19:28","2.48","3.03","2.48","3.56","619","A321","N883","321","76","400.00","","-15","CA",""
"420357","2018  ","JUNE 2018  ","6/2/2018 5557 LAX 320","d5c98380-bce4-4c25-8f8c-3e0d55dfd9ea","1142","DFW","2018-06-03T23:24:00","ORD","06/04 01:36","2.12","2.20","2.12","","10.19","A321","N883","321","76","400.00","159","151","CA",""
"420357","2018  ","JUNE 2018  ","6/2/2018 5557 LAX 320","16f47c1e-9983-4932-b8f4-9d47ba8344e9","2223","ORD","2018-06-04T13:24:00","LAX","06/04 15:29","4.05","4.31","4.05","","","","N854","","75","200.00","-1","-27","CA",""
"420357","2018  ","JUNE 2018  ","6/8/2018 5713 LAX 320","08fadb89-85e8-490f-9ff8-9909d6cbccef","1628","LAX","2018-06-08T15:37:00","BOS","06/09 00:03","5.26","5.35","5.26","","15.04","A321","N875","321","76","-100.00","-8","-17","CA",""
"420357","2018  ","JUNE 2018  ","6/8/2018 5713 LAX 320","2036f1de-33a1-496e-8eb6-50e8e7f67ca2","575","BOS","2018-06-09T16:34:00","PHL","06/09 18:17","1.43","1.44","1.43","4.05","734","A321","N567","321","77","-800.00","-3","-4","CA",""
"420357","2018  ","JUNE 2018  ","6/8/2018 5713 LAX 320","539d44fa-0f76-4dc2-8588-82ec4f670da5","1892","PHL","2018-06-09T22:22:00","IAH","06/10 00:54","3.32","3.32","3.32","","12.14","A320","N109","320","73","-200.00","122","122","CA",""
"420357","2018  ","JUNE 2018  ","6/8/2018 5713 LAX 320","b2aba661-a6e8-45ba-a6c6-3eef0d86a515","866","IAH","2018-06-10T14:07:00","LAX","06/10 15:33","0.00","","0.00","","","A319","N816","319","AA","600.00","-1","-12","DH",""
"420357","2018  ","JUNE 2018  ","6/17/2018 5823 LAX 320","cfe706b6-2eaa-44c3-8695-5b289cad2a53","147","LAX","2018-06-17T15:48:00","DFW","06/17 20:45","2.57","3.11","2.57","1.51","893","A321","N998","321","76","-400.00","-2","-16","CA",""
"420357","2018  ","JUNE 2018  ","6/17/2018 5823 LAX 320","19fa1658-b1f4-46ac-b2cc-ce263049e7ca","2585","DFW","2018-06-17T22:36:00","ORD","06/18 00:47","2.11","2.17","2.11","","14.53","A321","N890","321","76","700.00","1","-5","CA",""
"420357","2018  ","JUNE 2018  ","6/17/2018 5823 LAX 320","a9890532-93b9-4658-ad15-299888213c8b","2364","ORD","2018-06-18T18:24:00","LAX","06/18 21:10","4.46","4.46","4.46","","","","N853","","75","500.00","74","91","CA",""
"420357","2018  ","JUNE 2018  ","6/20/2018 31089 LAX 320","0c36d6d2-2d77-4dad-8ad6-0386bbd69d15","1366","LAX","2018-06-20T08:37:00","LAS","06/20 10:07","1.30","1.30","1.30","0.52","","","N856","","75","200.00","-3","2","CA",""
"420357","2018  ","JUNE 2018  ","6/20/2018 31089 LAX 320","abdd49bc-359c-40d2-be64-81d9e068e3c4","1366","LAS","2018-06-20T10:59:00","LAX","06/20 12:04","1.05","1.29","1.05","","","","N856","","75","100.00","","-24","CA",""
"420357","2018  ","JUNE 2018  ","6/23/2018 31076 LAX 320","cc29e978-c57e-4fa7-b6ab-c30222e2b45e","899","LAX","2018-06-23T16:40:00","PHX","06/23 18:22","0.00","","0.00","2.10","840","A321","N557","321","AA","0.00","","15","DH",""
"420357","2018  ","JUNE 2018  ","6/23/2018 31076 LAX 320","49036c5d-a5d8-44e6-8e81-b962db8ce5e5","1681","PHX","2018-06-23T20:32:00","SEA","06/23 23:27","2.55","2.59","2.55","","14.00","A321","N173","321","77","700.00","-3","-7","CA",""
"420357","2018  ","JUNE 2018  ","6/23/2018 31076 LAX 320","dc97cfc0-e822-4031-986d-a9c25812d3a3","500","SEA","2018-06-24T15:01:00","PHX","06/24 17:37","2.36","2.51","2.36","2.11","747","A320","N667","320","29","-100.00","4","-11","CA",""
"420357","2018  ","JUNE 2018  ","6/23/2018 31076 LAX 320","b74db162-bdbe-442c-9962-6c5ce74f8e3f","1951","PHX","2018-06-24T19:48:00","OMA","06/25 00:24","2.36","2.36","2.36","","12.27","A319","N764","319","92","200.00","51","57","CA",""
"420357","2018  ","JUNE 2018  ","6/23/2018 31076 LAX 320","2dd19b36-1461-472a-a386-851facaf624a","613","OMA","2018-06-25T14:14:00","PHX","06/25 14:46","2.32","2.46","2.32","3.06","","A319","N840","319","92","200.00","-7","-21","CA",""
"420357","2018  ","JUNE 2018  ","6/23/2018 31076 LAX 320","3463d286-cc44-4fea-b86b-e9f25f178cbb","650","PHX","2018-06-25T17:52:00","LAX","06/25 19:08","1.16","1.36","1.16","","","A321","N191","321","77","-100.00","52","32","CA",""
"420357","2018  ","JUNE 2018  ","6/26/2018 5391 LAX 320","3a407515-09f7-4fe1-a4f8-696060b2cd8b","445","LAX","2018-06-26T10:22:00","PHX","06/26 11:39","1.17","1.37","1.17","2.19","","A320","N658","320","29","-100.00","24","4","CA",""
"420357","2018  ","JUNE 2018  ","6/26/2018 5391 LAX 320","55d37830-9c6d-4881-a788-9b715599f465","899","PHX","2018-06-26T13:58:00","LAX","06/26 15:23","1.25","1.37","1.25","","","A321","N150","321","77","300.00","-2","-14","CA",""
"420357","2018  ","JULY 2018  ","7/1/2018 5959 LAX 320","b87475f9-2473-4834-8fd1-a423a86e6325","2800","LAX","2018-07-01T23:52:00","LAX","07/02 00:31","0.39","","0.39","2.10","1533","A321","N909","321","76","","-3","","CA",""
"420357","2018  ","JULY 2018  ","7/1/2018 5959 LAX 320","75ef5800-ca02-4b68-9406-18180dadc628","2800","LAX","2018-07-02T02:41:00","BOS","07/02 11:05","5.24","6.03","5.24","","25.33","A321","N928","321","76","-400.00","166","153","CA",""
"420357","2018  ","JULY 2018  ","7/1/2018 5959 LAX 320","67168cc9-c86c-4c3c-98c0-69fb7435df2f","1354","BOS","2018-07-03T13:32:00","ORD","07/03 15:12","0.00","","0.00","4.05","","B737","N3LX","737","AA","100.00","-6","-20","DH",""
"420357","2018  ","JULY 2018  ","7/1/2018 5959 LAX 320","6981fd10-e4fa-41e6-bdd4-6384020c21e6","2364","ORD","2018-07-03T19:17:00","LAX","07/03 21:22","4.16","4.29","4.05","","","","N862","","75","900.00","127","103","CA","RCD11"
"420357","2018  ","JULY 2018  ","7/7/2018 5389 LAX 320","0779671e-b7db-448c-8aba-1cdd26e15094","147","LAX","2018-07-07T15:58:00","DFW","07/07 21:02","3.04","3.13","3.04","1.32","1783","A321","N868","321","76","800.00","8","-1","CA",""
"420357","2018  ","JULY 2018  ","7/7/2018 5389 LAX 320","af2b89c4-1de4-4022-8aaa-de76b23825bd","2224","DFW","2018-07-07T22:34:00","PDX","07/08 00:27","3.53","3.54","3.53","","29.43","A321","N905","321","76","-100.00","-1","-2","CA",""
"420357","2018  ","JULY 2018  ","7/7/2018 5389 LAX 320","8561b8a7-1c79-4298-9fc0-34631f8a448b","2577","PDX","2018-07-09T07:35:00","DFW","07/09 13:22","3.47","3.50","3.47","3.08","","A321","N996","321","76","-100.00","-5","-8","CA",""
"420357","2018  ","JULY 2018  ","7/7/2018 5389 LAX 320","d96cf4de-5aad-4a5d-84df-b2a28224a84b","2459","DFW","2018-07-09T16:30:00","LAX","07/09 17:34","3.04","3.12","3.04","","","","N865","","75","-300.00","115","107","CA",""
"420357","2018  ","JULY 2018  ","7/18/2018 5389 LAX 320","c692ace7-cb00-4298-8fa1-eb471fb4e4ea","147","LAX","2018-07-18T15:49:00","DFW","07/18 21:11","3.22","3.22","3.22","2.11","1736","A321","N928","321","76","-200.00","-1","8","CA",""
"420357","2018  ","JULY 2018  ","7/18/2018 5389 LAX 320","d96156a1-2a39-4c6f-911c-7f678efe6c84","2224","DFW","2018-07-18T23:22:00","PDX","07/19 01:14","3.52","3.54","3.52","","28.56","A321","N872","321","76","200.00","47","45","CA",""
"420357","2018  ","JULY 2018  ","7/18/2018 5389 LAX 320","be4b9c86-1d8a-42bc-9664-7dd6edb04745","2577","PDX","2018-07-20T07:42:00","DFW","07/20 13:32","3.50","3.50","3.50","1.04","","A321","N987","321","76","-500.00","2","2","CA",""
"420357","2018  ","JULY 2018  ","7/18/2018 5389 LAX 320","dc90dcc2-272d-4827-a410-1093e4578786","2459","DFW","2018-07-20T14:36:00","LAX","07/20 15:27","2.51","3.12","2.51","","","","N856","","75","-1200.00","1","-20","CA",""
"420357","2018  ","JULY 2018  ","7/21/2018 5457 LAX 320","593b98ab-aca4-410a-b906-cd0e1a4fcadc","866","LAX","2018-07-21T07:42:00","IAH","07/21 13:17","3.35","3.35","3.35","","17.45","A319","N812","319","92","-500.00","22","36","CA",""
"420357","2018  ","JULY 2018  ","7/21/2018 5457 LAX 320","f69a42d9-b817-49e3-b95b-f98bea868ea2","1804","IAH","2018-07-22T08:26:00","CLT","07/22 12:05","2.39","2.39","2.39","2.56","712","A319","N742","319","92","0.00","-6","-6","CA",""
"420357","2018  ","JULY 2018  ","7/21/2018 5457 LAX 320","073b4859-0056-438d-a542-ad1db7c08821","776","CLT","2018-07-22T15:01:00","LAS","07/22 16:39","4.38","4.41","4.38","","11.52","A321","N198","321","77","600.00","2","-1","CA",""
