"aaNumber","year","monthYear","sequenceInfo","uuid","flightNumber","departureStation","outDateTime","arrivalStation","inDateTime","fly","legGreater","actualBlock","groundTime","overnightDuration","eqModel","eqNumber","eqType","eqCode","fuelPerformance","departurePerformance","arrivalPerformance","position","delayCode"
"420357","2017  ","MARCH 2017  ","3/5/2017 6122 PHX 320","e10d8518-b3fa-423e-826e-7c79d48724f4","1826","PHL","2017-03-07T10:35:00","PHX","03/07 13:50","5.18","5.26","5.15","","","A321","N154","321","77","100.00","","-11","FO","RCD3"
"420357","2017  ","MARCH 2017  ","3/11/2017 6356 PHX 320","45edf5e1-4c41-42fa-8f3a-470bf4a336f9","1774","PHX","2017-03-11T22:43:00","EWR","03/12 06:24","4.41","4.41","4.41","","11.01","A320","N673","320","29","-800.00","-7","-3","FO",""
"420357","2017  ","MARCH 2017  ","3/11/2017 6356 PHX 320","72ee1210-9596-444a-9006-0fb936ba2c2f","1987","EWR","2017-03-12T20:03:00","CLT","03/12 22:00","1.57","2.05","1.57","0.40","846","A319","N840","319","92","200.00","68","60","FO",""
"420357","2017  ","MARCH 2017  ","3/11/2017 6356 PHX 320","fbe0acfe-b2e1-41af-9632-1525fd074aad","623","CLT","2017-03-12T22:40:00","ORD","03/12 23:48","2.08","2.08","2.08","","14.06","A321","N507","321","77","-100.00","-3","","FO",""
"420357","2017  ","MARCH 2017  ","3/11/2017 6356 PHX 320","7b9ee6aa-af16-4e2e-b1a8-35e155c90fc6","853","ORD","2017-03-13T15:44:00","PHX","03/13 17:12","3.28","3.49","3.28","1.33","838","A321","N561","321","77","900.00","20","-1","FO",""
"420357","2017  ","MARCH 2017  ","3/11/2017 6356 PHX 320","07f6e320-069c-4b9f-ae83-3251bc0af9f8","490","PHX","2017-03-13T18:45:00","OMA","03/13 23:27","2.42","2.42","2.42","","13.58","A319","N806","319","92","100.00","-4","2","FO",""
"420357","2017  ","MARCH 2017  ","3/11/2017 6356 PHX 320","26bf5cee-8ee1-438e-9e68-6e440682f1b2","526","OMA","2017-03-14T14:50:00","PHX","03/14 15:22","2.32","2.51","2.32","1.50","","A320","N663","320","29","-800.00","-5","-24","FO",""
"420357","2017  ","MARCH 2017  ","3/11/2017 6356 PHX 320","62d7374e-a354-4093-b1af-35a0ebeeaee0","644","PHX","2017-03-14T17:12:00","ONT","03/14 18:16","1.04","1.15","1.04","1.10","","A319","N823","319","92","100.00","-1","-12","FO",""
"420357","2017  ","MARCH 2017  ","3/11/2017 6356 PHX 320","23bce4f3-fd82-4f9c-8b1d-cfb185805322","459","ONT","2017-03-14T19:26:00","PHX","03/14 21:03","1.37","1.37","1.37","","","A319","N823","319","92","-200.00","-9","14","FO",""
"420357","2017  ","MARCH 2017  ","3/17/2017 5831 PHX 320","fd3dcd8d-5ea1-47b5-b440-e21da94891b2","1650","PHX","2017-03-17T08:53:00","PHX","03/17 09:10","0.17","","0.17","0.05","1042","A320","N668","320","29","","3","","FO",""
"420357","2017  ","MARCH 2017  ","3/17/2017 5831 PHX 320","8bc1be8a-337b-4a1b-b784-6d9af4447417","1650","PHX","2017-03-17T09:15:00","ATL","03/17 16:05","3.50","4.07","3.50","3.01","1042","A320","N668","320","29","-100.00","25","38","FO",""
"420357","2017  ","MARCH 2017  ","3/17/2017 5831 PHX 320","d5525cc4-49db-42a1-b44e-7f464d4d32b1","1711","ATL","2017-03-17T19:06:00","CLT","03/17 20:12","1.06","1.20","1.06","0.54","1042","A319","N732","319","67","600.00","107","93","FO",""
"420357","2017  ","MARCH 2017  ","3/17/2017 5831 PHX 320","77f40a06-6d47-4c3a-8ebe-51defbed08e2","1866","CLT","2017-03-17T21:06:00","MSY","03/17 22:01","1.55","2.00","1.55","","17.22","A319","N750","319","92","100.00","10","5","FO",""
"420357","2017  ","MARCH 2017  ","3/17/2017 5831 PHX 320","3661b6ee-874b-4a49-9a00-ee60ddd07f33","2006","MSY","2017-03-18T16:49:00","CLT","03/18 19:33","1.44","1.52","1.44","1.29","","A319","N717","319","67","600.00","-4","-12","FO",""
"420357","2017  ","MARCH 2017  ","3/17/2017 5831 PHX 320","11f9e591-18c2-46a6-85a0-4d36397c5b30","635","CLT","2017-03-18T21:02:00","PHX","03/18 22:16","0.00","","0.00","","","A330","N271","330","AA","-200.00","37","17","DH",""
"420357","2017  ","MARCH 2017  ","3/19/2017 5881 PHX 320","15858b54-8d40-47be-a956-8c4637e5136d","500","PHX","2017-03-19T15:46:00","IND","03/19 22:04","3.18","3.20","3.18","","16.06","A319","N829","319","92","-100.00","14","12","FO",""
"420357","2017  ","MARCH 2017  ","3/19/2017 5881 PHX 320","59cb2519-4b37-40a1-be1d-6aa616a27877","460","IND","2017-03-20T15:49:00","LAX","03/20 17:12","4.23","4.54","4.23","1.22","855","A319","N824","319","92","600.00","9","-22","FO",""
"420357","2017  ","MARCH 2017  ","3/19/2017 5881 PHX 320","f212b2f1-9e4b-429e-9020-46c81dfacdbf","501","LAX","2017-03-20T18:34:00","OMA","03/20 23:35","3.01","3.18","3.01","","14.15","A319","N824","319","92","-100.00","-6","-23","FO",""
"420357","2017  ","MARCH 2017  ","3/19/2017 5881 PHX 320","ae2f8545-11e3-4d11-b7ae-77d5798490bc","1286","OMA","2017-03-21T14:49:00","DFW","03/21 16:45","0.00","","0.00","3.36","","MD80","N4YR","S80","AA","-500.00","-1","","DH",""
"420357","2017  ","MARCH 2017  ","3/19/2017 5881 PHX 320","2bc70d27-53c4-4572-ba12-6113edd31807","550","DFW","2017-03-21T20:21:00","PHX","03/21 20:47","2.26","2.45","2.26","","","A321","N150","321","77","400.00","95","76","FO",""
"420357","2017  ","MARCH 2017  ","3/30/2017 6693 PHX 320","3baceea9-a870-42a9-a819-950b6eb71eaa","710","PHX","2017-03-30T10:57:00","ORD","03/30 16:32","4.01","4.01","3.35","2.14","1162","A321","N583","321","77","700.00","22","17","FO","ATC26"
"420357","2017  ","MARCH 2017  ","3/30/2017 6693 PHX 320","05548b48-c578-469e-a34f-91fce1b24bef","55","ORD","2017-03-30T18:46:00","MCO","03/30 22:52","3.06","3.06","3.06","","19.22","A321","N929","321","76","800.00","-4","22","FO",""
"420357","2017  ","MARCH 2017  ","3/30/2017 6693 PHX 320","168ed5c5-7e81-40d0-9bf1-60b75b6989b6","1812","MCO","2017-03-31T19:14:00","CLT","03/31 20:47","0.00","","0.00","1.22","842","A321","N563","321","AA","200.00","","-16","DH",""
"420357","2017  ","MARCH 2017  ","3/30/2017 6693 PHX 320","52b93dbf-ba58-4273-9041-a7c6daf659f5","890","CLT","2017-03-31T22:09:00","DFW","03/31 23:43","2.34","2.49","2.34","","14.02","A321","N538","321","77","700.00","-1","-16","FO",""
"420357","2017  ","MARCH 2017  ","3/30/2017 6693 PHX 320","e306d407-25db-4a96-9a0e-21358fa6c339","686","DFW","2017-04-01T15:25:00","PHX","04/01 15:41","2.16","2.38","2.16","","","A321","N545","321","77","400.00","10","-12","FO",""
"420357","2017  ","APRIL 2017  ","4/2/2017 21103 PHX 320","c8a64fd9-8abc-46a4-a29f-b68b8f67a2a3","1744","PHX","2017-04-02T18:53:00","MSP","04/03 00:02","3.09","3.09","3.09","","14.58","A321","N975","321","77","600.00","3","5","FO",""
"420357","2017  ","APRIL 2017  ","4/2/2017 21103 PHX 320","2df82a58-7cdc-4863-b9c8-91b3bf73dabf","604","MSP","2017-04-03T16:26:00","LAX","04/03 18:15","3.49","4.17","3.49","","13.50","A319","N827","319","92","900.00","-4","-32","FO",""
"420357","2017  ","APRIL 2017  ","4/2/2017 21103 PHX 320","27fc8b36-e12b-4659-a1fa-4c2f57e5e0a4","110","LAX","2017-04-04T10:02:00","ORD","04/04 16:10","4.08","4.27","4.08","1.09","","A321","N872","321","76","300.00","27","8","FO",""
"420357","2017  ","APRIL 2017  ","4/2/2017 21103 PHX 320","98019542-b553-47d6-aa6b-0cd9e90abcb5","547","ORD","2017-04-04T17:19:00","PHX","04/04 18:50","3.32","3.48","3.31","","","A321","N556","321","77","1600.00","-1","-18","FO","RCD1"
"420357","2017  ","MAY 2017  ","5/8/2017 31085 LAX 320","948b57fc-5e73-4425-bf2c-86227b3b86e7","458","LAX","2017-05-08T16:13:00","PHX","05/08 17:42","0.00","","0.00","","12.08","A321","N562","321","AA","100.00","-7","-13","DH",""
"420357","2017  ","MAY 2017  ","5/8/2017 31085 LAX 320","81d97428-1a28-4649-91a8-aa36ccfe3365","491","PHX","2017-05-09T07:18:00","LAX","05/09 09:50","2.32","2.32","2.32","0.48","819","A321","N540","321","77","300.00","-2","52","CA",""
"420357","2017  ","MAY 2017  ","5/8/2017 31085 LAX 320","7046eed6-6e1a-4200-b84b-92af7586d773","82","LAX","2017-05-09T10:38:00","JFK","05/09 19:51","6.13","6.13","6.13","","13.39","A321","N795","321","80","-100.00","8","41","CA",""
"420357","2017  ","MAY 2017  ","5/8/2017 31085 LAX 320","e53386cf-2f2c-4fb7-ad86-e23e2b89d3d9","179","JFK","2017-05-10T10:54:00","SFO","05/10 14:06","6.12","6.28","6.12","1.33","760","A321","N795","321","80","300.00","-6","-22","CA",""
"420357","2017  ","MAY 2017  ","5/8/2017 31085 LAX 320","5e29dd14-5a08-4499-a535-b752379251b2","486","SFO","2017-05-10T15:39:00","PHX","05/10 17:40","2.01","2.01","2.01","","12.40","A321","N198","321","77","700.00","-6","","CA",""
"420357","2017  ","MAY 2017  ","5/8/2017 31085 LAX 320","0fc2b096-1ff8-4504-934e-8ad79249f9fd","491","PHX","2017-05-11T07:16:00","LAX","05/11 08:58","0.00","","0.00","","","A321","N191","321","AA","500.00","-4","","DH",""
"420357","2017  ","MAY 2017  ","5/14/2017 4489 LAX 320","9a7eafa1-e2e5-4105-987b-d18e6b448704","1133","LAX","2017-05-14T12:24:00","LAS","05/14 13:41","1.17","1.21","1.17","0.59","859","","N862","","75","-100.00","-6","-10","CA",""
"420357","2017  ","MAY 2017  ","5/14/2017 4489 LAX 320","09d400d0-e28a-489f-8093-b912ab8e3377","1133","LAS","2017-05-14T14:40:00","LAX","05/14 15:55","1.15","1.21","1.15","2.27","859","","N862","","75","500.00","-1","-7","CA",""
"420357","2017  ","MAY 2017  ","5/14/2017 4489 LAX 320","c0906efd-5105-4a06-b5e3-a48ef82d6822","1633","LAX","2017-05-14T18:22:00","DEN","05/14 22:04","2.42","2.42","2.42","","14.19","A319","N804","319","92","800.00","-3","7","CA",""
"420357","2017  ","MAY 2017  ","5/14/2017 4489 LAX 320","26b2c415-07ec-4c71-8cf0-3601f4324e67","1667","DEN","2017-05-15T13:51:00","LAX","05/15 15:17","2.26","2.35","2.26","1.29","","A319","N804","319","92","300.00","-2","-11","CA",""
"420357","2017  ","MAY 2017  ","5/14/2017 4489 LAX 320","38618113-1fdc-4790-84d9-16dc4c0be4b0","1058","LAX","2017-05-15T16:46:00","LAS","05/15 18:06","1.20","1.20","1.20","0.50","","A321","N868","321","76","0.00","-4","-4","CA",""
"420357","2017  ","MAY 2017  ","5/14/2017 4489 LAX 320","c85fa5a2-6ce6-48ce-aa44-f1a6fcf1cf5c","73","LAS","2017-05-15T18:56:00","LAX","05/15 20:30","1.34","1.34","1.34","","","A321","N868","321","76","400.00","-4","","CA",""
"420357","2017  ","MAY 2017  ","5/18/2017 4361 LAX 320","906b2116-9525-4d40-8a92-a60176d5fde3","265","LAX","2017-05-18T09:42:00","LIH","05/18 12:31","5.49","6.13","5.49","","24.29","","N852","","75","1200.00","-3","-27","CA",""
"420357","2017  ","MAY 2017  ","5/18/2017 4361 LAX 320","acba6492-d41f-41be-8d48-17eea1bdb5d5","266","LIH","2017-05-19T14:23:00","LAX","05/19 23:24","6.01","6.01","6.01","","","","N863","","75","200.00","-7","17","CA",""
"420357","2017  ","MAY 2017  ","5/26/2017 31124 LAX 320","89806233-d779-44c9-a17a-ca12a220187f","1641","LAX","2017-05-26T12:40:00","DFW","05/26 17:34","2.54","3.14","2.54","2.40","728","A321","N922","321","77","100.00","4","-16","CA",""
"420357","2017  ","MAY 2017  ","5/26/2017 31124 LAX 320","9017eb6b-18ac-4638-a2eb-d278d75369f5","1693","DFW","2017-05-26T20:14:00","LAS","05/26 21:12","2.58","3.05","2.58","","12.08","A321","N924","321","77","-200.00","69","62","CA",""
"420357","2017  ","MAY 2017  ","5/26/2017 31124 LAX 320","286c95ca-615e-4cf4-8ec2-609bea2a0336","1617","LAS","2017-05-27T10:43:00","LAX","05/27 11:47","0.00","","0.00","","","","N856","","AA","-100.00","23","-6","DH",""
"420357","2017  ","JUNE 2017  ","6/3/2017 31094 LAX 320","67a227cd-b170-4d21-8a1f-ad012593a8d3","2055","LAX","2017-06-03T06:08:00","CLT","06/03 13:56","4.48","4.54","4.48","","16.56","A321","N173","321","77","-2300.00","8","2","CA",""
"420357","2017  ","JUNE 2017  ","6/3/2017 31094 LAX 320","ea51bced-a778-478a-b6eb-7d15c97b2b9a","1993","CLT","2017-06-04T07:46:00","LAX","06/04 09:40","0.00","","0.00","","","A321","N196","321","AA","1000.00","-6","-30","DH",""
"420357","2017  ","JUNE 2017  ","6/9/2017 19374 LAX 320","8b4ace0a-729d-4568-8e7e-0cf9f82a68a0","520","LAX","2017-06-10T00:05:00","PHL","06/10 08:09","5.04","5.28","5.04","","10.56","A321","N568","321","77","600.00","15","-9","CA",""
"420357","2017  ","JUNE 2017  ","6/9/2017 19374 LAX 320","a8fe166f-6cb5-4a48-8ab7-38bf11de8414","423","PHL","2017-06-10T20:48:00","LAX","06/10 23:46","5.58","6.00","5.58","","","A321","N169","321","77","-9300.00","13","11","CA",""
"420357","2017  ","JUNE 2017  ","6/16/2017 19374 LAX 320","0402cf9f-05e5-4ee8-81bd-8c7a9a6cec81","520","LAX","2017-06-17T00:23:00","PHL","06/17 08:54","5.31","5.31","5.31","","10.11","A321","N551","321","77","1000.00","33","36","CA",""
"420357","2017  ","JUNE 2017  ","6/16/2017 19374 LAX 320","f67d452a-dc00-4ff1-a24d-bd92e7683e20","423","PHL","2017-06-17T22:30:00","LAX","06/18 00:53","5.23","6.00","5.23","","","A321","N575","321","77","900.00","115","78","CA",""
"420357","2017  ","JULY 2017  ","7/1/2017 19396 LAX 320","3f229a8b-ced3-45f0-94ea-229d5a1403d3","70","LAX","2017-07-01T08:16:00","DFW","07/01 13:26","3.10","3.17","3.10","1.09","1062","","N856","","75","500.00","6","-1","CA",""
"420357","2017  ","JULY 2017  ","7/1/2017 19396 LAX 320","89b9eae5-b752-42ac-b8f2-1ceafb7d60d3","1271","DFW","2017-07-01T14:35:00","OKC","07/01 15:33","0.58","0.58","0.58","0.48","1062","A319","N007","319","91","-200.00","","","CA",""
"420357","2017  ","JULY 2017  ","7/1/2017 19396 LAX 320","822844a1-413d-4838-be50-8a9b22449e95","1271","OKC","2017-07-01T16:21:00","DFW","07/01 17:20","0.59","1.02","0.59","2.59","1062","A319","N007","319","91","0.00","-6","-9","CA",""
"420357","2017  ","JULY 2017  ","7/1/2017 19396 LAX 320","f78c7fe1-139a-46ed-b49f-7b102ad639c1","2429","DFW","2017-07-01T20:19:00","SAT","07/01 21:18","0.59","1.05","0.59","","17.42","A321","N894","321","76","-200.00","84","78","CA",""
"420357","2017  ","JULY 2017  ","7/1/2017 19396 LAX 320","c15c1fd7-4606-4f99-ab62-e422f8a00767","357","SAT","2017-07-02T16:29:00","DFW","07/02 17:47","1.18","1.18","1.18","1.45","","A321","N986","321","76","-700.00","-1","4","CA",""
"420357","2017  ","JULY 2017  ","7/1/2017 19396 LAX 320","4fd0eec2-3919-4000-9235-5618693d181c","2489","DFW","2017-07-02T19:32:00","LAX","07/02 20:41","3.09","3.20","3.09","","","A321","N900","321","76","700.00","7","-4","CA",""
"420357","2017  ","JULY 2017  ","7/9/2017 3067 LAX 320","93460582-55f4-41ef-bff8-21b155a651d0","172","LAX","2017-07-09T10:47:00","JFK","07/09 19:27","5.40","5.52","5.40","1.49","775","A321","N795","321","80","0.00","17","5","CA",""
"420357","2017  ","JULY 2017  ","7/9/2017 3067 LAX 320","10c2f4d7-df6f-4e9e-9b85-5aacb616bec8","1105","JFK","2017-07-09T21:16:00","BOS","07/09 22:40","1.24","1.31","1.24","","12.55","A321","N797","321","80","200.00","17","10","CA",""
"420357","2017  ","JULY 2017  ","7/9/2017 3067 LAX 320","d014edc3-7ad0-44ce-a6b2-7d7fd2452389","333","BOS","2017-07-10T12:29:00","LAX","07/10 15:39","0.00","","0.00","","","B737","N3EN","737","AA","0.00","-6","-21","DH",""
"420357","2017  ","JULY 2017  ","7/22/2017 3147 LAX 320","f243198a-b2a6-4a19-a1a3-f2ee5a3be668","2","LAX","2017-07-22T09:00:00","JFK","07/22 17:09","5.09","5.47","5.09","","22.21","A321","N786","321","80","-300.00","","-38","CA",""
"420357","2017  ","JULY 2017  ","7/22/2017 3147 LAX 320","c998cc59-2898-4826-b342-9c2589e05883","133","JFK","2017-07-23T16:59:00","LAX","07/23 20:44","6.45","6.45","6.45","","","A321","N789","321","80","400.00","-1","18","CA",""
"420357","2017  ","JULY 2017  ","7/29/2017 31179 LAX 320","aa0239e3-229b-4d1a-86a7-cf99a171a040","458","LAX","2017-07-29T16:44:00","PHX","07/29 18:19","0.00","","0.00","0.30","1130","A321","N165","321","AA","-500.00","9","13","DH",""
"420357","2017  ","JULY 2017  ","7/29/2017 31179 LAX 320","e9b9fe0d-b6f5-48dd-af40-f566b13646bd","548","PHX","2017-07-29T18:49:00","MKE","07/30 00:00","3.11","3.19","3.11","","18.50","A319","N744","319","92","300.00","9","1","CA",""
"420357","2017  ","JULY 2017  ","7/29/2017 31179 LAX 320","eb79bac5-a3fd-4f9a-98db-f7f76dfea44f","596","MKE","2017-07-30T20:20:00","PHX","07/30 22:05","3.45","3.45","3.45","1.33","","A319","N747","319","92","1000.00","","5","CA",""
"420357","2017  ","JULY 2017  ","7/29/2017 31179 LAX 320","19bcc52b-917f-41cc-b86a-3b71633633c3","2034","PHX","2017-07-30T23:38:00","LAX","07/31 00:57","0.00","","0.00","","","A321","N545","321","AA","500.00","28","8","DH",""
"420357","2017  ","AUGUST 2017  ","8/4/2017 19243 LAX 320","045d29fb-7fe3-46e2-9368-4c537b0adbaa","1852","LAX","2017-08-04T00:21:00","CLT","08/04 08:04","4.43","4.56","4.43","","11.06","A321","N187","321","77","500.00","-4","-17","CA",""
"420357","2017  ","AUGUST 2017  ","8/4/2017 19243 LAX 320","51da9275-d0eb-427d-9c99-4655b8effe4e","1975","CLT","2017-08-04T21:13:00","LAX","08/04 23:37","5.24","5.24","5.24","","","A321","N183","321","77","600.00","33","40","CA",""
"420357","2017  ","AUGUST 2017  ","8/6/2017 19435 LAX 320","0b329fc1-8eff-4c50-b79a-5e6fc3e5425c","1517","LAX","2017-08-06T20:33:00","PHX","08/06 21:49","1.16","1.28","1.16","2.24","682","A321","N998","321","76","","","","CA",""
"420357","2017  ","AUGUST 2017  ","8/6/2017 19435 LAX 320","0f002a15-8c86-4a3b-92bd-988fd3dce15f","774","PHX","2017-08-07T00:13:00","ATL","08/07 06:51","3.38","3.39","3.38","","11.22","A320","N649","320","29","","","","CA",""
"420357","2017  ","AUGUST 2017  ","8/6/2017 19435 LAX 320","95ad0e61-08a0-42a4-99ce-391a7fd10aa7","1249","ATL","2017-08-07T20:31:00","LAX","08/07 22:17","4.46","4.55","4.46","","","A321","N934","321","76","200.00","48","39","CA",""
"420357","2017  ","AUGUST 2017  ","8/11/2017 19322 LAX 320","d4b093f2-84bb-4030-9d58-55e7fc67e978","1133","LAX","2017-08-11T11:32:00","LAS","08/11 12:56","1.24","1.24","1.24","0.50","1093","A321","N900","321","76","400.00","2","9","CA",""
"420357","2017  ","AUGUST 2017  ","8/11/2017 19322 LAX 320","8a3cb518-e7cd-4293-bc9a-247256f4bc91","1133","LAS","2017-08-11T13:46:00","LAX","08/11 15:07","1.21","1.24","1.21","1.48","1093","A321","N900","321","76","100.00","5","2","CA",""
"420357","2017  ","AUGUST 2017  ","8/11/2017 19322 LAX 320","60ce6192-a53f-4479-8d5f-21415222d17b","803","LAX","2017-08-11T16:55:00","STL","08/11 22:17","3.22","3.39","3.22","","18.13","A319","N742","319","92","-600.00","","-17","CA",""
"420357","2017  ","AUGUST 2017  ","8/11/2017 19322 LAX 320","e455cc01-a423-4dc6-a815-1b6e502f4b4a","2700","STL","2017-08-12T17:51:00","MIA","08/12 21:39","2.48","2.48","2.48","","11.41","A319","N009","319","91","-1100.00","-9","-9","CA",""
"420357","2017  ","AUGUST 2017  ","8/11/2017 19322 LAX 320","7b6fe440-e19b-490f-b106-ef84c98f11c6","2444","MIA","2017-08-13T11:48:00","DEN","08/13 13:51","4.03","4.22","4.03","0.32","","A319","N013","319","91","-600.00","58","39","CA",""
"420357","2017  ","AUGUST 2017  ","8/11/2017 19322 LAX 320","4ea00553-82ce-4174-9ca6-079fd386befa","1667","DEN","2017-08-13T14:23:00","LAX","08/13 15:48","2.25","2.38","2.25","","","A319","N803","319","92","200.00","-2","-15","CA",""
"420357","2017  ","AUGUST 2017  ","8/18/2017 19373 LAX 320","539bf4d8-e2f8-4249-8028-935c60ddd462","472","LAX","2017-08-18T21:26:00","MCO","08/19 05:07","4.41","5.01","4.41","","10.58","A321","N563","321","77","900.00","16","-4","CA",""
"420357","2017  ","AUGUST 2017  ","8/18/2017 19373 LAX 320","bf617c64-65ee-4547-8e4c-1e89ae51c5e3","2433","MCO","2017-08-19T17:48:00","DFW","08/19 19:22","2.34","2.50","2.34","1.20","978","A321","N908","321","76","400.00","13","-3","CA",""
"420357","2017  ","AUGUST 2017  ","8/18/2017 19373 LAX 320","85001002-9d3a-40c4-8233-d4d2d56d84d7","409","DFW","2017-08-19T20:42:00","CLT","08/20 00:03","2.21","2.27","2.21","","16.18","A321","N925","321","77","100.00","12","6","CA",""
"420357","2017  ","AUGUST 2017  ","8/18/2017 19373 LAX 320","4d8f73c7-332c-487f-9186-293c75e26d1b","1637","CLT","2017-08-20T18:06:00","LAX","08/20 20:11","5.20","5.20","5.05","","","A321","N572","321","77","1000.00","15","7","CA","ATC15"
"420357","2017  ","AUGUST 2017  ","8/26/2017 19773 LAX 320","8bb16b5f-1fcb-4bbf-935c-15e97531f6dd","1024","LAX","2017-08-26T12:37:00","MIA","08/26 20:42","5.05","5.10","5.05","2.12","972","A321","N880","321","76","300.00","-3","-8","CA",""
"420357","2017  ","AUGUST 2017  ","8/26/2017 19773 LAX 320","8f6cfee3-6dc0-466e-8fbd-796877e22f8b","39","MIA","2017-08-26T22:54:00","MCO","08/26 23:53","0.00","","0.00","","16.12","B737","N3FP","737","AA","-700.00","-1","-6","DH",""
"420357","2017  ","AUGUST 2017  ","8/26/2017 19773 LAX 320","914fecc6-1867-4bc4-af72-f1ee93798f8b","2433","MCO","2017-08-27T21:12:00","DFW","08/27 22:49","2.37","2.52","2.37","","17.56","A321","N875","321","76","-300.00","217","202","CA",""
"420357","2017  ","AUGUST 2017  ","8/26/2017 19773 LAX 320","2836b544-b3ff-4903-bb60-1f31b16dfbaf","2463","DFW","2017-08-28T17:43:00","LAX","08/28 18:36","0.00","","0.00","","","B787","N8LJ","787","AA","2400.00","-2","-19","DH",""
"420357","2017  ","AUGUST 2017  ","8/31/2017 3846 LAX 320","737fe17d-6e24-47ae-bac8-c280d170d83c","247","LAX","2017-08-31T17:05:00","KOA","08/31 19:49","5.45","5.45","5.44","","24.11","","N854","","75","700.00","-5","-6","CA","RCD1"
"420357","2017  ","AUGUST 2017  ","8/31/2017 3846 LAX 320","98667783-8e59-4392-9a08-9fb86f3f92c3","246","KOA","2017-09-01T21:15:00","LAX","09/02 05:29","5.14","5.15","5.14","","","","N862","","75","600.00","-15","-16","CA",""
"420357","2017  ","SEPTEMBER 2017  ","9/8/2017 3847 LAX 320","2624f97d-9a8b-4a83-96a4-9ef1c176116a","285","LAX","2017-09-08T17:28:00","LIH","09/08 20:10","5.42","5.59","5.42","","24.25","","N852","","75","1000.00","-2","-19","CA",""
"420357","2017  ","SEPTEMBER 2017  ","9/8/2017 3847 LAX 320","758f0ca5-dec7-4ffa-8b53-0daccc8d9cca","286","LIH","2017-09-09T21:56:00","LAX","09/10 06:23","5.27","5.35","5.27","","","","N855","","75","400.00","-9","-17","CA",""
"420357","2017  ","SEPTEMBER 2017  ","9/30/2017 3846 LAX 320","02513cf2-7f60-42ed-ac4d-907e4549fc30","247","LAX","2017-09-30T17:07:00","KOA","09/30 19:32","5.25","5.45","5.25","","24.28","","N857","","75","200.00","-3","-23","CA",""
"420357","2017  ","SEPTEMBER 2017  ","9/30/2017 3846 LAX 320","a0610aaf-31eb-4717-9ced-0e631f5d0482","246","KOA","2017-10-01T21:23:00","LAX","10/02 05:37","5.14","5.15","5.14","","","","N860","","75","400.00","-7","-8","CA",""
"420357","2017  ","OCTOBER 2017  ","10/5/2017 18809 LAX 320","cd1926e7-ffb2-44fc-973a-e22964f1100d","285","LAX","2017-10-05T17:34:00","LIH","10/05 20:24","5.50","6.01","5.50","","24.11","","N850","","75","700.00","4","-7","CA",""
"420357","2017  ","OCTOBER 2017  ","10/5/2017 18809 LAX 320","5eaa4e0b-b178-49ec-8e06-b4c7f9aeb818","286","LIH","2017-10-06T21:54:00","LAX","10/07 06:06","5.12","5.37","5.12","","","","N853","","75","1000.00","-11","-36","CA",""
"420357","2017  ","OCTOBER 2017  ","10/14/2017 18809 LAX 320","ec49106e-8b6b-41a5-ab59-9980e524cfce","285","LAX","2017-10-14T17:47:00","LIH","10/14 20:35","5.48","6.01","5.48","","24.00","","N851","","75","1400.00","17","4","CA",""
"420357","2017  ","OCTOBER 2017  ","10/14/2017 18809 LAX 320","c21a476e-48b5-41ce-b87a-aaa2c56227b1","286","LIH","2017-10-15T21:59:00","LAX","10/16 06:24","5.25","5.37","5.25","","","","N862","","75","900.00","-6","-18","CA",""
"420357","2017  ","OCTOBER 2017  ","10/21/2017 18742 LAX 320","1bed2807-7627-4682-9d14-5ac67980e6f0","362","LAX","2017-10-21T07:58:00","ORD","10/21 13:55","3.57","4.10","3.57","1.55","1245","A321","N900","321","76","-200.00","-2","-15","CA",""
"420357","2017  ","OCTOBER 2017  ","10/21/2017 18742 LAX 320","94755460-fe35-4fd9-a93e-98ce6747af11","593","ORD","2017-10-21T15:50:00","CLT","10/21 18:45","1.55","1.56","1.55","1.17","1245","A321","N539","321","77","200.00","","-1","CA",""
"420357","2017  ","OCTOBER 2017  ","10/21/2017 18742 LAX 320","9fcaef58-2b6c-433c-82dd-9406afe1007a","687","CLT","2017-10-21T20:02:00","ATL","10/21 21:23","1.21","1.21","1.21","","20.45","A319","N750","319","92","-200.00","-7","-4","CA",""
"420357","2017  ","OCTOBER 2017  ","10/21/2017 18742 LAX 320","84f01e9b-e5f7-42bc-8568-a56d83100738","1249","ATL","2017-10-22T19:43:00","LAX","10/22 21:08","4.25","5.07","4.25","","","A321","N878","321","76","500.00","5","-37","CA",""
"420357","2017  ","NOVEMBER 2017  ","11/1/2017 6118 LAX 320","439bc6ce-7b88-4191-adc2-30a015146ae3","1135","LAX","2017-11-01T11:18:00","PVR","11/01 15:15","2.57","3.15","2.57","1.17","","A319","N014","319","91","-500.00","-12","-30","CA",""
"420357","2017  ","NOVEMBER 2017  ","11/1/2017 6118 LAX 320","e1e827ea-3bb7-4684-a3fc-e3474288c5b4","1136","PVR","2017-11-01T16:32:00","LAX","11/01 18:42","3.10","3.19","3.10","","","A319","N014","319","91","-100.00","-8","-17","CA",""
"420357","2017  ","NOVEMBER 2017  ","11/3/2017 6314 LAX 320","23acbb26-bd79-4a68-bd22-cfe623c60e15","1667","LAX","2017-11-03T10:31:00","DEN","11/03 13:36","2.05","2.33","2.05","1.27","1099","A319","N762","319","92","1000.00","31","3","CA",""
